img_id, ans, marks
IMG42, ଭାରତକୁ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଶାସନରେ ଆଣିବା ପାଇଁ ୱେଲସେଲି ଏକ ପ୍ରଥା ପ୍ରଚଳନ କଲେ| ଏହା ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ବା ଅଧୀନତା ମୂଳକ ମିତ୍ରତା ନାମରେ ନାମିତ| ଏହି ସନ୍ଧି ଗ୍ରହଣକରିଲେ ରାଜା କୌଣସି ଦେଶୀୟ ବା ବିଦେଶୀ ରାଜା ସହ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ ସମ୍ପର୍କ ରଖିପାରିବେ ନାହିଁ| ସେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ରଖିବା ଓ ତାଙ୍କ ଖର୍ଚ କରିବାକୁ ସମର୍ଥ ନ ହେଲେ ରାଜ୍ୟର ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବାକୁ ହେବ| ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଏହାକୁ ଗ୍ରହଣ କରିଥିଲେ| ଏହାପରେ ବିଭିନ୍ନ ରାଜା ଏହାକୁ ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟର ଏକ ଖଣ୍ଡ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେଇଥିଲେ|  ସୁରଟ ଯୋଧପୁର ଏହା ଗ୍ରହଣ କରିଥିଲେ ଓ ପରାଧୀନ ହୋଇଯାଇଥିଲେ|, 5
IMG43, ସାମନ୍ତ ସନ୍ଧି ଡେଲହାଉସି ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ରାଜ୍ୟ ବିସ୍ତାର ପାଇଁ ପ୍ରଣୟନ କରିଥିଲେ| ଏହାକୁ ଅଧୀନତା ମୂଳକ ବନ୍ଧୁତା କୁହ ଯାଉଥିଲା|  ଏହି ସର୍ତ ଅନୁଯାଇ ରାଜ୍ୟର ରାଜା କୌଣସି ବୈଦେଶିକ କିମ୍ବା ଦେଶୀୟ ଶକ୍ତି ସହ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟ ମାନଙ୍କୁ ନିଯୁକ୍ତି କରିବେ| ତାଙ୍କୁ ଅର୍ଥ ଦେବାକୁ ପଛ ଘୁଞ୍ଚା ହେଲେ ତାଙ୍କ ରାଜ୍ୟର ଅଳ୍ପ ଜମି ଦେବାକୁ ପଡିବ| ଏହି ସାର୍ଟକୁ ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଗ୍ରହଣ କରିଥିଲେ| ଏହି ସର୍ତ ଅନୁଯାଇ ରାଜପୁତନା ଯୋଧପୁର ଅମ୍ବର ଭଳି ଅନେକ ରାଜା ଏହି ସନ୍ଧି ଗ୍ରହଣ କରି ପରାଧୀନ ହୋଇଥିଲେ|, 4.5
IMG44, NAN, 1
IMG45, ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ୱେଲସେଲି ପ୍ରଣୟନ କରିଥିଲେ| ଅନ୍ୟ ନାମ ଅଧୀନତା ମୂଳକ ମିତ୍ରତା| ସେ ଭାରତରେ ଇଂଗ୍ରେଜ଼ ସାମ୍ରାଜ୍ୟର ଦୃଢ ଉଦ୍ଦେଶ୍ୟରେ ଏହି ପ୍ରଥା ପ୍ରଚଳନ କରିଥିଲେ| ଏହାର ମୁଖ୍ୟ ସନ୍ଧି ଗୁଡିକ ହେଲା ଯେଉଁ ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେ କୌଣସି ଦେଶୀୟ ବା ବିଦେଶିୟ ରାଜାଙ୍କ ସହ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ଯେଉଁ ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟକୁ ରଖି ତାଙ୍କ ଭରଣ ପୋଷଣ କରିବେ| ଯଦି ଏହା କରିବାକୁ ଅସମର୍ଥ ହେବେ ତାଙ୍କ ରାଜ୍ୟର ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ଙ୍କୁ ଦେବାକୁ ପଡିବ| ଏହି ପ୍ରଥାକୁ ପ୍ରଥମେ ଝାନ୍ସୀ ସତାରା ସମ୍ବଲପୁରର ରାଜା ଗ୍ରହଣ କରି ତାଙ୍କ ସ୍ୱାଧୀନତା ହରାଇଥିଲେ|, 4
IMG46, ସାମନ୍ତ ସନ୍ଧି ୱେଲସେଲି ଓ ନିଜ ରାଜ୍ୟ ଇଂଗଲାଂଡକୁ ବିସ୍ତାର କରିବା ପାଇଁ ପ୍ରଣୟନ କରିଥିଲେ| ଏହାର ସର୍ତ ଥିଲା ଯେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଅଧୀନରେ ରହି ମିତ୍ର ହେବ| ଏହା ସର୍ତ କୌଣସି ଦେଶୀୟ କିମ୍ବା ବିଦେଶୀ ଶକ୍ତି ସହିତ ସମ୍ପର୍କ ସ୍ଥାପନ କରିପାରିବ ନାହିଁ|  ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ କୌଣସି ଦେଶ କିମ୍ବା ରାଜ୍ୟ ସହିତ ବାଣିଜ୍ୟ କରି ପାରିବେ ନାହିଁ| ନିଜ ରାଜ୍ୟରେ ସେମାନଙ୍କ ସୈନ୍ୟଙ୍କୁ ରଖି ସେମାନଙ୍କୁ ଦରମା ଦେବେ| ଏହା କରିବାକୁ ଅସମର୍ଥ ହେଲେ ନିଜ ରାଜ୍ୟର ଗୋଟେ ଅଂଚଳ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ| ଏହା ପ୍ରଥମେ ଅଯୋଧ୍ୟାର ନବାବ ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟର ଏକ ଅଂଶ ସେମାନଙ୍କୁ ଦେଇଥିଲେ| ଏହି ସନ୍ଧିକୁ ଜଯୈତପୁର ଯୟବୁର ଯୋଧପୁରର ଶାସକ ଗ୍ରହଣ କରି ନିଜ ଅଂଚଳକୁ ସେମାନଙ୍କୁ ଦେଲେ|, 5
IMG47, ସାମନ୍ତ ସନ୍ଧିକୁ ଇଂଗ୍ରେଜ଼ ଲର୍ଡ଼ ଡେଲହାଉସି ପ୍ରଚଳନ କରିଥିଲେ| ସେମାନେ ଆମ ରାଜ୍ୟ ଗୁଡିକ ଇଂଗ୍ରେଜ଼ୀ ସାମ୍ରାଜ୍ୟ ଭୀତରୀ କରିବାକୁ ଏହି ସନ୍ଧି ପ୍ରଚଳନ କରିଥିଲେ| ଯେଉଁ ରାଜା ମାନଙ୍କ ପୁତ୍ର ନଥିଲେ ସେମାନେ ଉତ୍ତରାଧିକାରୀ କରିବା ପାଇଁ ନିଜେ ପୋଷ୍ୟ ପୁତ୍ର ଗ୍ରହଣ କରୁଥିଲେ| ଏହି ସନ୍ଧି ଅନୁଯାଇ କୌଣସି ପୁତ୍ର କିମ୍ବା ପୋଷ୍ୟ ପୁତ୍ର ଉତ୍ତରାଧିକାରୀ ଭାବେ ନିଯୁକ୍ତି ହୋଇ ପାରିବେ ନାହିଁ|, 0.5
IMG48, ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ଲର୍ଡ଼ ଡେଲହାଉସି ପ୍ରଣୟନ କରିଥିଲେ| ସେ ଭାରତରେ ବାଣିଜ୍ୟ ବିସ୍ତାର କରି ନିଜ ଲାଭବାନ ହେବାକୁ ଚାଁହୁଥିଲେ| ଏହାର ସର୍ତ ଥିଲା ଯେ ଯିଏ ଏହି ସନ୍ଧି କୁ ଗ୍ରହଣ କରିବ ସେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଜଣେଇ ଅନ୍ୟ ଦେଶ ସହିତ ସମ୍ପର୍କ ରଖିବେ ଓ ଅନ୍ୟ ଦେଶ ସହିତ ବାଣିଜ୍ୟ ବ୍ୟାପାର କରିବେ| ଏହାର ଅନ୍ୟ ସର୍ତ ଥିଲା ଯେ ଏହି ସନ୍ଧିକୁ ଗ୍ରହଣ କରି ରାଜା ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ସୈନ୍ୟଙ୍କୁ ନିଜ ରାଜ୍ୟରେ ରଖିବେ| ତାଙ୍କର ଖାଦ୍ୟପେୟ ବ୍ୟବସ୍ତା ଦରମା ବ୍ୟବସ୍ତା ସନ୍ଧି ଗ୍ରହଣ କରି ରାଜା ହିଁ କରିବେ| ଏହା ନକଲେ ନିଜ ରାଜ୍ୟର ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବାକୁ ବାଧ୍ୟ| ଅଯୋଧ୍ୟାର ନବାବ ଝାନ୍ସୀ ସତାରା ଜଯୈତପୁର ଏହି ସନ୍ଧିକୁ ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟର ଏକ ଅଂଶ ହରେଇ ଥିଲେ|, 5
IMG49, ଭାରତରେ ସାମ୍ରାଜ୍ୟ ବିସ୍ତାର କରିବ ତଥା ବାଣିଜ୍ୟ ପ୍ରସାର କାରିବା ନିମନ୍ତେ ୱେଲସେଲି ଏକ ପ୍ରଥା ପ୍ରଚଳନ କଲେ| ତାହାକୁ ସାମନ୍ତ ସନ୍ଧି ବା ଅଧୀନତା ମୂଳକ ମିତ୍ରତା କୁହ ଯାଏ| ଏହି ସନ୍ଧିର ସର୍ତ ଅନୁଯାଇ ଯେଉଁ ଦେଶୀୟ ରାଜ୍ୟର ରାଜା ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଅଧୀନରେ ରହିବେ|, 2
IMG50, ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ କୌଣସି ଦେଶୀୟ କିମ୍ବା ବିଦେଶୀ ଶକ୍ତି ସହ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ସେହି ରାଜା ମାନେ ନିଜ ଖର୍ଚରେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟ ମାନଙ୍କୁ ନିଜ ରାଜ୍ୟରେ ରଖିବେ| ସେମାନଙ୍କ ଖର୍ଚ ମେଣ୍ଟାଈବାକୁ ଅସମର୍ଥ ହେଲେ ନିଜ ରାଜ୍ୟର ଏକ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ| ପ୍ରଥମେ ଏହି ପ୍ରଥାକୁ ଦାକ୍ଷିଣାତ୍ୟର ନିଜାମ ପରେ ଅଯୋଧ୍ୟାର ସୁବାଦାର ଗ୍ରହଣ କରି ନିଜ ସ୍ୱାଧୀନତା ହରେଇଲେ| ପରେ ସିନ୍ଧିଆ ଭୋସଲା ଇତ୍ୟାଦି ରାଜ୍ୟର ରାଜା ଏହାକୁ ଗ୍ରହଣ କରି ନିଜ ରାଜ୍ୟରୁ ଖଣ୍ଡେ ଖଣ୍ଡେ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେଇଥିଲେ|, 3
IMG51, ଭାରତରେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ସାମ୍ରାଜ୍ୟ ବିସ୍ତାର କାରିବା ଉଦ୍ଦେଶ୍ୟରେ ଲର୍ଡ଼ ୱେଲସେଲି ଏକ ପ୍ରଥା ପ୍ରଚଳନ କରିଥିଲେ| ଏହାକୁ ସାମନ୍ତ ସନ୍ଧି କୁହ ଗଲା| ଏହି ସନ୍ଧିର ସର୍ତ ଅନୁଯାଇ ଭାରତର ଯେଉଁ ଦେଶୀୟ ରାଜ୍ୟ ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂରାଜ଼ ମାନଙ୍କ ସହ ମିତ୍ର ହୋଇ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଅଧୀନତା ସ୍ୱୀକାର କରିବେ| ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଠାରୁ ପରାମର୍ଶ ନ ନେଇ କୌଣସି ଦେଶୀୟ ବା ବିଦେଶୀ ରାଷ୍ଟ୍ର ସହ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ଯେଉଁ ଦେଶୀୟ ରାଜ୍ୟ ଏହି ସନ୍ଧିକୁ ଗ୍ରହଣ କରିବେ ସେ ତାଙ୍କ ରାଜ୍ୟରେ ସୁରକ୍ଷା ନିମନ୍ତେ ନିଜ ଖର୍ଚ ରେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ରଖିବେ| ସୈନ୍ୟଙ୍କୁ ଖର୍ଚ ଦେବାକୁ ଅସମର୍ଥ ହେଲେ ନିଜେ ରାଜ୍ୟରୁ ଖଣ୍ଡେ ଅଂଶ ଦେବେ|, 3
IMG52, ଭାରତରେ ସାମ୍ରାଜ୍ୟ ବିସ୍ତାର ପାଇଁ ଇଂଗ୍ରେଜ଼ ଗବେରଣର ଲର୍ଡ଼ ନର୍ଥ ସାମନ୍ତ ସନ୍ଧି ନୀତି କରିଥିଲେ| ଏଇ ସନ୍ଧି ଗୁଡିକ ହେଲା ଯେଉଁ ରାଜା ଏଇ ସନ୍ଧିକୁ ମାନିନେବେ ସେ ରାଜ୍ୟର ରାଜା କେତେକ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ନିଜ ଅଂଚଳରେ ରଖିବେ ଏବଂ ତାଙ୍କ ଖାଦ୍ୟ ପେୟ ଓ ରହିବ ଖର୍ଚ ସେଇ ରାଜ୍ୟର ର ରାଜା ବୁଝିବେ|, 2
IMG53, ଭାରତରେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ପ୍ରଭୁତ୍ୱ ବିସ୍ତାର କାରିବା ପାଇଁ ୱେଲସେଲି ଏକ ନୂତନ ପ୍ରଥା ଆରମ୍ଭ କଲେ| ଏହା ସାମନ୍ତ ସନ୍ଧି ନାମ ରେ ନାମିତ| ଏହାର ସର୍ତ ଗୁଡିକ ଥିଲା ଯେ ଯେଉଁ ଦେଶୀୟ ରାଜ୍ୟର ରାଜା ଏହି ପନ୍ଥା ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ମିତ୍ର ହୋଇ ରହିବେ ଏବଂ ଏଜିରେଜ଼ ମାନଙ୍କ ବଶତା ସ୍ୱୀକାର କରିବେ| ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ବିନା ଅନୁମତିରେ କୌଣସି ଦେଶୀୟ ରାଜା ବାହ୍ୟ ଦେଶ ସାହସ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ନିଜ ଖର୍ଚରେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ରଖିବେ ଏହା ନ କରି ପାରିଲେ ଖର୍ଚ ବାବଦକୁ ନିଜ ଅଂଚଳର ଖଣ୍ଡେ ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ|, 4.5
IMG54, , 3.5
IMG55, , 0
IMG56, NAN, 2
IMG57, , 5
IMG58, , 5
IMG59, , 5
IMG60, NAN, 5
IMG61, , 5
IMG62, , 3
IMG63, , 4
IMG64, , 5
IMG65, , 5
IMG66, , 5
IMG67, , 5
IMG68, , 5
IMG69, , 3.5
IMG70, , 4
IMG71, , 2.5
IMG72, NAN, 0.5
IMG73, NAN, 3
IMG74, , 5
IMG75, , 4.5
IMG76, , 5
IMG77, , 4.5
IMG78, , 3
IMG79, , 4
IMG80, ସାମନ୍ତ ସନ୍ଧି ୱେଲସେଲି ପ୍ରଣୟନ କରିଥଲେ ଇଂଗ୍ରେଜ଼ ମାନେ ପ୍ରଭାବ ବିସ୍ତାର କରିବା ପାଇଁ| ଏହି ସନ୍ଧିର ଆଦି ଅନୁଯାୟୀ ଯେଉଁମାନେ ଏହି ସନ୍ଧି ଗ୍ରହଣ କରିବେ ସେମାନେ ନିଜ ଅଧୀନତା ସ୍ୱୀକାର କରିବେ| ସେମାନେ ଇଂଗ୍ରେଜ଼ମାନଙ୍କ ନପଚାରି କେଉଁ ଦେଶ ବା ରାଜ୍ୟ ସହ ସମ୍ପର୍କ ସ୍ଥାପନ କରି ପାରିବେ ନାହିଁ| ଯେଉଁମାନେ ସନ୍ଧି ସ୍ୱୀକାର କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ଏକ ସୈନ୍ୟ ଦଳକୁ ନିଜ ରାଜ୍ୟ ରେ ରଖିବେ ଓ ସେମାନଙ୍କ ପାଇଁ ଅବବ୍ୟସ୍ଥା କରିବେ| ଯେଉଁ ମାନେ କରିବେନାହିଁ ସେମାନେ ଇଂଗ୍ରେଜ଼ମାନଙ୍କୁ ନିଜ ରାଜ୍ୟ ଏକ ଅଂଶ ଦେବେ| ପ୍ରଥମେ ଏହି ସନ୍ଧି ଗ୍ରହଣ କରିଥିଲେ ହାଇଦରାବାଦର ନିଜାମ ଭୋସଲେ ଯୋଧପୁର ଅଯୋଧ୍ୟା ଆଦି ଗ୍ରହଣ କରିଥିଲେ|, 4.5
IMG81, ଭାରତର ରାଜ୍ୟଗୁଡ଼ିକୁ ଅଧିକାର କରିବା ପାଇଁ ୱେଲସେଲି ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥା ପ୍ରଚଳନ କରିଥିଲେ| ସାମନ୍ତ ସନ୍ଧି ପ୍ରଥାର ଅନ୍ୟନାମ ହେଉଛି ଅଧୀନତାମୂଳକମିତ୍ରତା| ଏହାର ବ୍ୟବସ୍ଥା ଥିଲା ଯେ ଏହି ପ୍ରଥା ଯେଉଁ ବିଦେଶିୟ ରାଜା ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ମାନଙ୍କ ବିନା ଅନୁମତିରେ ଅନ୍ୟ ଦେଶୀୟ ବା ବିଦେଶୀ ରାଜ୍ୟ ସହିତ କୌଣସି ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ସେମାନେ ନିଜ ରାଜ୍ୟରେ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ରଖିବେ ସେମାନଙ୍କ ଖର୍ଚ୍ଚ ପୂରଣ ପାଇଁ ଅସମର୍ଥ ହେଲେ ପୂରଣ ବାବଦକୁ ନିଜ ରାଜ୍ୟର କେତେକ ଅଂଶ ଇଂଗ୍ରେଜ଼ାମାନଙ୍କୁ ଦେବେ| ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଏହାକୁ ଗ୍ରହଣ କରିଥିଲେ|, 3
IMG82, , 2
IMG83, ସାମନ୍ତ ସନ୍ଧି  ୱେଲସେଲି ପ୍ରଣୟନ କରିଥିଲେ ଇଂଗ୍ରେଜ଼ ମାନେ ପ୍ରଭାବ ବିସ୍ତାର କରିବା ପାଇଁ| ଏହି ସନ୍ଧିର ଅନୁଯାଇ ଏହିମାନେ ଏହି ସନ୍ଧି ଗ୍ରହଣ କରିଥିଲେ| ସେମାନେ ଇଁରେଜ଼ାମାନଙ୍କୁ ନପଚାରି ଦେଶ ବା ରାଜ୍ୟ ସହ ସମ୍ପର୍କ ସ୍ଥାପନ କରିପାରିବେ ନାହିଁ| ଯେଉଁମାନେ ସନ୍ଧି ସ୍ୱୀକାର କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ ଏକ ସୈନ୍ୟ ବାହିନୀ ନିଜ ରାଜ୍ୟରେ ରଖିବେ ଓ ସେମାନଙ୍କୁ ଅର୍ଥବ୍ୟସ୍ଥା ରଖିବେ ଯଉଁମାନେ କରିପାରିବେ ନାହିଁ ସେମାନଙ୍କ ହତ୍ୟା କରାଯାଉଥିଲା| ଏହପରି ସନ୍ଧି ଗ୍ରହଣ କରିଥିଲେ|, 4.5
IMG84, ଇଂଗ୍ରେଜ଼ ମାନଙ୍କ ସାମ୍ରାଜ୍ୟ ବିସ୍ତାର ପାଇଁ ୱେଲସେଲି ଏକ ପ୍ରଥା ପ୍ରଚଳନ କରିଥିଲେ ତାହା ସାମନ୍ତ ସନ୍ଧି ବା ଅଧୀନତା ମୂଳକ ନୀତି ନାମରେ ପରିଚିତ| ଏହି ନୀତି ଅନୁସାରେ ଯେଉଁ ଦେଶୀୟ ରାଜ୍ୟ ରାଜା ମାନେ ଏହାକୁ ଗ୍ରହଣ କରିବେ ସେମାନେ ଇଂଗ୍ରେଜ଼ାମାନଙ୍କର ଅଧୀନତା ସ୍ୱୀକାର କରି ସେମାନଙ୍କ ମିତ୍ର ହୋଇ କାର୍ଯ୍ୟ କରିବେ ସେମାନଙ୍କ ଅନୁମତି ନ ନେଇ କୌଣସି ଦେଶୀୟ ବା ବିଦେଶୀ ସହ ସମ୍ପର୍କ ରଖି ପାରିବେ ନାହିଁ| ଏହି ନୀତି ଗ୍ରହଣ କରିଥିବା ରାଜା ନିଜ ରାଜ୍ୟ ଦଳେ ଇଂଗ୍ରେଜ଼ ସୈନ୍ୟଙ୍କୁ ରଖିବେ ଓ ନିଜ ଖର୍ଚ୍ଚରେ ସେମାନଙ୍କୁ ତେଲ ଲୁଣ ଖର୍ଚ୍ଚ ଦେବେ ଯଦି ଏଥିରେ ଅସମର୍ଥ ହୁଅନ୍ତି ତେବେ ନିଜ ରାଜ୍ୟର କିଛି ଅଂଶ ଇଂଗ୍ରେଜ଼ ମାନଙ୍କୁ ଦେବେ| ଏହି ନୀତି ଗ୍ରହଣ କରି ପ୍ରଥମେ ହାଇଦ୍ରାବାଦର ନିଜାମ ଓ ଅଯୋଧ୍ୟାର ନବାବ ନିଜ ରାଜ୍ୟରୁ କିଛି ଅଂଶ ଇଂଗ୍ରେଜ଼ାମାନଙ୍କୁ ଦେଇଥିଲେ| ପରେ ଭୋସଲା ସିନ୍ଧିଆ ଏହାକୁ ଗ୍ରହଣ କରି ନିଜର ରାଜ୍ୟର ଖଣ୍ଡେ ଖଣ୍ଡେ ଅଂଶ ଇଂଗ୍ରେଜ଼ାମାନଙ୍କୁ ଦେଇଥିଲେ| ଯୟବୁର ଯୋଧପୁର  ଉଦୟପୁର ଭଳି ପ୍ରଭୃତି ରାଜ୍ୟ ଗୁଡିକ ଇଂଗ୍ରେଜ଼ମାନଙ୍କ ଅଧୀନରେଥିଲା|, 5 
